acteurs,annee,description,duree,genre,nombreDeSaisons,nombreEpisodes,paysOrigine,realisateur,scorePresse,scoreSpectateur,title,titreOriginal
"Emily Watson,Maya Hawke,Willa Fitzgerald",2017,"Alors que la guerre de Sécession a éclaté, quatre soeurs issues d'une famille de classe moyenne vivant à Concord dans le Massachussetts, tentent de subvenir à leurs besoins depuis le départ de leur père, le docteur March. Les jeunes Meg, Jo, Beth et Amy vont grandir sous la surveillance de leur mère et d'Hannah, la domestique, et essayer de construire leur avenir en composant avec les difficultés du quotidien.",60 min,"Drame,Romance",1 Saison,3 Episodes, Grande-Bretagne,Heidi Thomas,"3,5",,Les quatre filles du docteur March,Little Women
"Eric Judor,Eric Judor,Ramzy Bedia",Depuis 2011,"Un soir, la voiture d’Eric percute un platane. Après un an de coma, il découvre que Ramzy a brillamment poursuivi sa carrière de comique sans lui en développant la série ""HP"", suite de leur sitcom à succès ""H"". Eric veut alors se lancer dans le cinéma d’auteur et prouver qu’il peut faire un fim sérieux et émouvant. Contre l’avis de tous il décide d’écrire la suite de ""La Môme"", ""La Môme 2.0 New Generation"". Mais personne n’y croit vraiment. A travers les difficultés que rencontre son héros pour réaliser un chef d’oeuvre cette série se joue avec malice des dessous d’un tournage et en même temps des difficultés à se dégager du regard que les autres portent sur soi.",30 min,Comédie,3 Saisons,32 Episodes, France,"Eric Judor,Hafid F. Benamar","2,9",,Platane,
"Claire Danes,Mandy Patinkin,Maury Sterling",2011 - 2020,"Huit ans après la disparition de deux soldats américains lors de l'invasion de Bagdad, l'un d'entre eux réapparaît, seul survivant alors que tout le monde le pensait mort depuis longtemps. Rapatrié aux États-Unis, il est accueilli chaleureusement par sa famille, ses amis et le gouvernement. Seule contre tous, l'agent de la CIA Carrie Mathison, qui a passé plusieurs années en Afghanistan, est persuadée que le héros est en réalité devenu un espion à la solde de l'ennemi, préparant la prochaine attaque terroriste sur le sol américain. Sans réelle preuve et montrée du doigt suite à un incident diplomatique qu'elle a déclenché quelques mois plus tôt, Carrie va devoir se battre pour prouver que ce qu'elle avance est la réalité... ,Adaptation de la série israélienne ,.",42 min,"Policier,Drame,Espionnage,Thriller",8 Saisons,96 Episodes, U.S.A.,"Gideon Raff,Alex Gansa,Howard Gordon","4,6","4,3",Homeland,
"Sonequa Martin-Green,Sonequa Martin-Green,Doug Jones",2017 - 2024,"Après un siècle de silence, les klingons refont surface. Déterminés à réunifier leur empire, ils déclarent la guerre à la Fédération des planètes unies. Officier en disgrâce de la Starfleet, Michael Burnham se retrouve au centre du conflit. ",45 min,"Aventure,Science Fiction",5 Saisons,65 Episodes, U.S.A.,"Bryan Fuller,Alex Kurtzman","3,7","3,9",Star Trek: Discovery,
"Julian McMahon,Dylan McDermott,Alexa Davalos",Depuis 2020,Le quotidien d'une section du FBI où les agents sont chargés de traquer les criminels les plus recherchés d'après une liste de noms. L’agent expérimenté Jess LaCroix supervise une équipe hautement qualifiée qui intervient en continu sur le terrain. Cette unité mobile d’infiltration poursuit ceux qui tentent d'échapper à la justice.,45 min,"Policier,Drame",6 Saisons,86 Episodes, U.S.A.,Rene Balcer,"2,9","3,8",Most Wanted Criminals,FBI: Most Wanted
"Mamoudou Athie,Dina Shihabi,Martin Donovan",2022,L'archiviste Dan Turner s'attelle à la restauration d'une collection de cassettes vidéo endommagées du début des années 90. Il découvre alors le travail d'une documentariste qui enquêtait sur une dangereuse secte. Dan est convaincu qu'il peut sauver cette dernière de la fin terrifiante qu'elle a connue 25 ans plus tôt...,60 min,"Epouvante-horreur,Thriller",1 Saison,8 Episodes, U.S.A.,Rebecca Sonnenshine,"3,3","3,7",Archive 81,
"Flavia Bechara,Tarek Yaacoub,Mohamad Akil",2019,"À Beyrouth, après un coma de douze ans, Dana réapprend à vivre auprès d’une famille en apparence aimante, qui dissimule secrets et trahisons.",45 min,Drame,1 Saison,16 Episodes, Liban,Nadia Tabbara,"3,3",,L'éveil de Dana,Awake
"Renée Zellweger,Jane Levy,Blake Jenner",Depuis 2019,"A chaque nouvelle saison, cette série anthologique s'intéresse aux répercussions qu’une simple décision moralement inacceptable peut avoir sur notre vie et celle de ceux qui nous entourent.,Prêts à tout pour financer leur jeune entreprise pharmaceutique, une scientifique et son mari concluent un accord aussi mystérieux que scandaleux., ",60 min,"Drame,Thriller",1 Saison,10 Episodes, U.S.A.,Mike Kelley,"3,1","3,1",What/If,
"Cécile Bois,Cécile Bois,Raphaël Lenglet",2013 - 2022,"Candice Renoir a quatre enfants, et n’a pas bossé depuis dix ans pour suivre son mari à l'étranger. Désormais séparée de son époux, elle reprend un poste de chef de groupe à la Sécurité publique d'enquête dans le sud de la France. A la tête de cette nouvelle équipe, elle doit faire ses preuves. Son expérience, son sens de l'observation, sa capacité d'analyse et sa finesse d'esprit toute féminine lui permettent de résoudre ses enquêtes.",52 min,"Comédie,Policier,Drame",10 Saisons,96 Episodes, France,"Robin Barataud,Brigitte Peskine,Solen Roy-Pagenault","2,9",,Candice Renoir,
"Charlie Cox,Deborah Ann Woll,Elden Henson",2015 - 2018,"Aveugle depuis l’enfance, mais doté de sens incroyablement développés, Matt combat l’injustice le jour en tant qu’avocat et la nuit en surveillant les rue de Hell’s Kitchen, à New York, dans le costume du super-héros Daredevil.",52 min,"Action,Drame,Fantastique",3 Saisons,39 Episodes, U.S.A.,Drew Goddard,"4,0","4,3",Marvel's Daredevil,Daredevil
"David Tennant,Olivia Colman,Jodie Whittaker",2013 - 2017,"Une petite communauté se retrouve sous les projecteurs des médias après la mort d'un petit garçon. Deux enquêteurs sont chargés de résoudre cette affaire délicate, tout en essayant de garder la presse à distance et de préserver le tourisme. Face à un tel drame, les habitants commencent à s'épier les uns les autres, faisant remonter à la surface bien des secrets...",52 min,"Policier,Drame",3 Saisons,24 Episodes, Grande-Bretagne,Chris Chibnall,"4,4",,Broadchurch,
"Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor",Depuis 2022,"La quête d'une femme pour se reconstruire après une tentative de suicide, et sa lutte pour se souvenir - et comprendre - tout ce qui l'a mené à sauter...",45 min,"Drame,Thriller",2 Saisons,16 Episodes, U.S.A.,Veronica West,"2,6","3,4",Surface (2022),
"Henry Lloyd-Hughes,Jemima West,Julie Walters",2015 - 2016,"En 1932, l'Inde rêve d'indépendance tandis que l'Empire britannique est sur le point de s'effondrer. Le temps d'un été, intrigues politiques, promesses, sexe et passion vont se mêler ...,Un , indien aux décors époustouflants, porté par des acteurs hors pair.",52 min,"Drame,Historique",2 Saisons,20 Episodes," Grande-Bretagne, Malaisie",Paul Rutman,"3,9",,Indian Summers,
"Neil Dudgeon,Neil Dudgeon,Nick Hendrix",Depuis 1997,"L'inspecteur Barnaby, accompagné de son adjoint, enquêtent sur les crimes commis dans la région anglaise fictive du Midsomer...",100 min,"Policier,Drame",23 Saisons,142 Episodes, Grande-Bretagne,Caroline Graham,"1,9",,Inspecteur Barnaby,Midsomer Murders
"Kit Connor,Kit Connor,Joe Locke",Depuis 2022,"Partageant une passion commune pour le rugby, les deux adolescents Charlie et Nick deviennent vite amis. Le premier tombe bientôt amoureux de son camarade, même s’il pense qu’il n’a aucune chance.",30 min,"Drame,Romance",3 Saisons,24 Episodes, Grande-Bretagne,Alice Oseman,"4,2","4,3",Heartstopper,
"Patrick Brammall,Patrick Brammall,Genevieve O'Reilly",Depuis 2015,"James Hayes est un policier local qui enquête sur la réapparition soudaine de six personnes présumées mortes en pleine santé. Aidé par le docteur Elishia McKellar, il va devoir découvrir la vérité sur ce mystérieux incident.",55 min,"Drame,Fantastique",3 Saisons,18 Episodes, Australie,"Louise Fox,Tony Ayres","3,6",,Glitch,
"Andrea Arru,Liam Nicolosi,Flavia Leone",Depuis 2022,"Premiers béguins, premiers baisers, amis pour la vie et ennemis jurés : dans les couloirs du collège Galileo Galilei, chaque jour apporte son lot de surprises !",30 min,"Comédie,Romance",2 Saisons,22 Episodes, Italie,Alessandro Celli,"4,0",,AG3NDA,DI4RI
"Laurence Rupp,Jeanne Goursaud,David Schütter",Depuis 2020,"A travers le prisme de la Bataille de Teutobourg en l'an 9 après Jésus-Christ, le destin de trois jeunes gens qui de l'innocence à la culpabilité, de la loyauté à la trahison et de l'amour à la haine.",45 min,"Drame,Historique,Guerre",2 Saisons,12 Episodes, Allemagne,"Jan Martin Scharf,Arne Nolting,Andreas Heckmann","3,6",,Barbares,Barbaren
"JoAnna Garcia Swisher,JoAnna Garcia Swisher,Brooke Elliott",Depuis 2020,"Amies depuis toujours, Maddie, Helen et Dana Sue s'épaulent alors qu'elles essaient de concilier couple, famille et carrière dans une petite ville du Sud des États-Unis.",60 min,"Drame,Romance",4 Saisons,40 Episodes, U.S.A.,Sheryl J. Anderson,"3,8",,A l'ombre des magnolias,Sweet Magnolias
"Ben Browder,Michael Shanks (I),Amanda Tapping",1997 - 2007,"Suite à la découverte de la ""Porte des étoiles"", le colonel Jack O'Neill et son équipe partent à la découverte de mondes et civilisations inconnus...",42 min,"Action,Drame,Science Fiction",10 Saisons,216 Episodes," U.S.A., Canada,Stargate, la porte des étoiles,Stargate : L'Arche de Vérité,Stargate: Continuum (TV)","Brad Wright,Jonathan Glassner","3,5",,Stargate SG-1,
"Sarah Shahi,Mike Vogel,Adam Demos",2021 - 2023,Une femme se trouve au coeur d'un triangle amoureux entre son mari et son passif sentimental et sexuel.,50 min,"Comédie,Drame,Romance",2 Saisons,14 Episodes, U.S.A.,Stacy Rukeyser,"2,1","2,9",Sex/Life,
Benedict Cumberbatch,Depuis 2022,"Cette série s’appuie sur les dernières innovations scientifiques et une technologie numérique de pointe pour révéler les pouvoirs secrets et les sens surnaturels des plus extraordinaires animaux du monde. Les spectateurs sont invités à voir et entendre au-delà de la perception humaine, pour faire l’expérience du monde à la manière d’une espèce animale.",45 min,Documentaire,1 Saison,6 Episodes, U.S.A.,,"3,2",,Les pouvoirs extraordinaires de la nature,Super/Natural
"Junya Enoki,Yuma Uchida,Yuichi Nakamura",Depuis 2020,"Plus de 10 000 morts et disparus sont recensés chaque année au Japon. Les sentiments négatifs que relâchent les êtres humains sont en cause. Souffrance, regrets, humiliation : leur concentration dans un même endroit engendre des malédictions souvent mortelles... C'est ce que va découvrir Yuji Itadori, lycéen et membre du club d'occultisme. Il ne croit pas aux fantômes, mais il est doté d'une force physique hors norme qui représente un véritable atout pour les missions du groupe... jusqu'à ce que l'une d'elles prenne une mauvaise tournure. La relique qu'ils dénichent, le doigt découpé d'un démon millénaire, attire les monstres ! Sans réfléchir : le jeune homme avale la relique pour briser la malédiction ! Maintenant, il se trouve possédé par Ryômen Sukuna, le célèbre démon à deux visages. Cependant, contre toute attente, Yuji est toujours capable de garder le contrôle de son corps. Mais en dépit de cela, il est condamné à mort par l'organisation des exorcistes... Une décision qui ne pourra être repoussée qu'à une seule condition : trouver tous les doigts de Sukuna afin d'écarter la menace une bonne fois pour toutes !",24 min,"Action,Aventure,Animation",3 Saisons,47 Episodes, Japon,,"4,3",,Jujutsu Kaisen,
"Donald Glover,Brian Tyree Henry,Lakeith Stanfield",2016 - 2022,"Earn et Alfred, deux cousins, tentent de percer dans le monde du rap à Atlanta. Tout au long de leurs parcours ils sont confrontés à des problèmes raciaux, économiques ou encore parentaux.",30 min,"Comédie,Drame",4 Saisons,41 Episodes, U.S.A.,Donald Glover,"4,2",,Atlanta (2016),
"Chan-young Yoon,Ji-ho Park,Yi-Hyun Cho",Depuis 2022,"Alors qu'un virus zombie décime tous les élèves d'un lycée, un groupe d'étudiants décide de s'enfermer dans l'enceinte de l'école pour tenter de survivre à l'épidémie.",42 min,"Epouvante-horreur,Thriller",1 Saison,12 Episodes, Corée du Sud,Sung-il Chun,"3,1","3,8",All Of Us Are Dead,
"Carlos Cuevas,Maria Pujalte,Pablo Capuz",2019 - 2021,"Lorsque Pol s'inscrit à l'université pour suivre des études de philosophie, il se retrouve stimulé et entraîné par de nouveaux amis et une prof intimidante.",50 min,Drame,2 Saisons,16 Episodes, Espagne,Héctor Lozano,"3,8",,#Philo : Sapere Aude,Merlí: Sapere Aude
"Emma Thompson,Anne Reid,Rory Kinnear",2019,"La vie des Lyons, une famille de Manchester, racontée sur 15 ans alors que la Grande-Bretagne se retire de l'Europe et qu'un nouveau monde émerge. Vivienne Rook, une célébrité rebelle devenue une femme politique majeure, divise l'opinion par ses prises de position controversées. Son arrivée au pouvoir va bouleverser le pays et bien au-delà. Une famille ordinaire peut-elle faire la différence ?",60 min,Drame,1 Saison,6 Episodes, Grande-Bretagne,Russell T Davies,"4,4","4,2",Years and Years,
"Victoria Pedretti,Oliver Jackson-Cohen,Amelia Eve",2020,"Dani Clayton, une jeune institutrice au passé trouble, est engagée pour veiller sur Flora et Miles, deux orphelins vivant dans un manoir isolé en pleine campagne. Les enfants, comme tous ceux qui vivent dans la demeure, cachent un terrible secret qui ne va pas tarder à bouleverser la vie de la nouvelle employée. Peu à peu, d'effrayantes apparitions viennent la hanter.",50 min,"Drame,Epouvante-horreur",1 Saison,9 Episodes, U.S.A.,Mike Flanagan,"3,0","3,8",The Haunting of Bly Manor,
"Carole Baillien,Junko Takeuchi,Noriaki Sugiyama",2002 - 2007,"Dans le village de Konoha vit Naruto, un jeune garçon détesté et craint des villageois, du fait qu'il détient en lui Kyuubi (démon renard à neuf queues) d'une incroyable force, qui a tué un grand nombre de personnes. Le ninja le plus puissant de Konoha à l'époque, Minato Namikaze, a réussi à sceller ce démon dans le corps de Naruto. C'est ainsi que douze ans plus tard, Naruto rêve de devenir le plus grand Hokage de Konoha afin que tous le reconnaissent à sa juste valeur. Mais la route pour devenir Hokage est très longue.",22 min,"Aventure,Animation,Arts Martiaux",9 Saisons,224 Episodes, Japon,,"3,4",,Naruto,
"Sam Worthington,Cameron Britton,Paul Bettany",Depuis 2017,"Série d'anthologie axée chaque saison sur l’une des chasses à l’homme les plus importantes perpétrées sur le sol américain., (2017),Membre du FBI, Jim Fitzgerald n'a qu'une obsession : mettre la main sur Ted Kaczynski, un criminel de renom, passé maître dans l'art de poser des bombes..., (2020),Une bombe explose à Atlanta, en 1996, durant les Jeux Olympiques. Alors que le coupable échappe aux autorités, les soupçons du FBI se portent sur l'agent de sécurité Richard Jewell.",60 min,"Policier,Drame",2 Saisons,18 Episodes, U.S.A.,"Andrew Sodroski,Jim Clemente,Tony Gittelson","4,2",,Manhunt (2017),
"Arnold Vosloo,Rob van Vuuren,Diaan Lawrenson",Depuis 2022,"Afin de sauver un être cher qui a été enlevé, un magnat du meuble se sert de son trafic illicite de diamants pour faire passer des armes à la frontière.",45 min,Policier,1 Saison,6 Episodes, Afrique du Sud,"Paul Buys,Annemarie van Basten","2,6",,Ludik,
"Rachel Arditi,Alexandre Astier,Lionnel Astier",2005 - 2009,"Le quotidien banal et burlesque du roi Arthur et des chevaliers de la Table ronde : quête du Graal, repas en famille et stratégie militaire.",7 min,"Comédie,Historique",6 Saisons,458 Episodes, France,"Alexandre Astier,Alain Kappauf,Jean-Yves Robin","4,1",,Kaamelott,
"Alban Lenoir,Sébastien Lalanne,Gerard Darier",2008 - 2017,"Suite à la guerre qui fit rage jusque dans les années 80, l'agence Hero Corp fut créée afin de regrouper tous les Super-Héros et de maintenir un climat de paix. L'agence possède plusieurs sites secrets éparpillés sur la planète. En Lozère, les retraités, les mis au rancart, les démissionnaires, les démasqués, les pas formés, les hors normes, se retrouvent coupés du monde pour retrouver une vie calme et paisible. 20 ans de train-train volent en éclat quand The Lord refait surface. Face au plus grand super-vilain de l'Histoire que tout le monde croyait mort, le village est démuni. Selon une vision de La Voix, John est la solution à ce danger que la maison-mère préfère garder sous silence. John arrive au village mais il ignore tout de sa véritable identité et n'a aucune idée de ce qu'il va devoir accomplir pour sauver le monde.",26 min,Comédie,5 Saisons,92 Episodes, France,"Simon Astier,Alban Lenoir","3,7",,Hero Corp,
"Charles Alexander (II),Sophia Ali,Sophia Ali",2020 - 2022,"Un groupe d'adolescentes toutes très différentes se retrouve coincé sur une île, ignorant qu'il fait en réalité l'objet d'une expérimentation sociale très élaborée...",60 min,"Aventure,Drame",2 Saisons,18 Episodes, U.S.A.,Sarah Streicher,"3,6","3,8",The Wilds,
"Ioan Gruffudd,Ivanna Sakhno,Grégory Fitoussi",2022,"Côte d’Azur, hiver 1997. Un campus prestigieux figé sous la neige. Une jeune fille emportée par la nuit. Trois amis liés par un secret tragique. Printemps 2022. Autrefois inséparables, Fanny, Thomas et Maxime ne se sont plus jamais parlé depuis la disparition de Vinca cette nuit d’hiver 1997. Lorsque, 25 ans plus tard, Thomas décide de rompre ce silence en se rendant à une réunion d’anciens élèves du lycée Saint-Exupéry, il va, sans le savoir, mettre en péril la vie de tous ceux qui l’entourent, à commencer par celle de Maxime. Car cette nuit de décembre 1996, Thomas et Maxime ont commis un meurtre et emmuré le cadavre dans le gymnase du lycée qui va être détruit dans les prochains jours. Comment les deux amis parviendront-ils à affronter la situation ? Tout semble être lié à la disparition de Vinca. Disparition à laquelle Thomas ne veut toujours pas se résoudre.",52 min,"Drame,Thriller",1 Saison,6 Episodes," France, Allemagne, Italie, U.S.A.",Marston Bloom,"2,5","1,9",La Jeune fille et la nuit,The Reunion
"Chris Evans,Michelle Dockery,Jaeden Martell",2020,"Procureur adjoint d'une petite ville du Massachusetts, Andy Barber est confronté à un terrible dilemme lorsque son propre fils de 14 ans est accusé du meurtre d'un camarade de classe. Alors qu'il tente d'innocenter son garçon, le procureur découvre certains secrets, qui sèment le doute. Acculé, quel choix fera-t-il face à cet insoluble dilemme entre son devoir de défendre la justice et son amour inconditionnel pour son enfant ?",60 min,"Drame,Judiciaire,Thriller",1 Saison,8 Episodes, U.S.A.,Mark Bomback,"3,3","4,2",L'affaire Jacob Barber,Defending Jacob
"Robin Wright,Michael Kelly,Diane Lane",2013 - 1970,"Frank Underwood, homme politique rusé et vieux briscard de Washington, est prêt à tout pour conquérir le poste ""suprême""...",52 min,"Drame,Thriller",6 Saisons,73 Episodes, U.S.A.,,"3,8","4,3",House of Cards,
"Sofia Helin,Sofia Helin,Thure Lindhardt",2011 - 2018,"A la frontière entre la Suède et le Danemark, au beau milieu d'un pont, est retrouvé le corps d'une femme, vraisemblablement assassinée. Les polices suédoises et danoises sont alors dépêchées sur les lieux. Mais l'affaire prend une tournure particulièrement glauque et étonnante lorsque les enquêteurs découvrent qu'il ne s'agit pas d'un seul mais de deux cadavres, coupés en deux à la taille, qui ont été assemblés pour n'en faire qu'un...",60 min,"Policier,Drame,Thriller",4 Saisons,38 Episodes," Danemark, Suède","Björn Stein,Hans Rosenfeldt","4,3",,Bron / Broen / The Bridge (2011),
"Michel Brown,Michel Brown,Juan Fernando Sánchez",Depuis 2022,"Obsédé par l'idée de venger sa femme de l'organisation de trafic d'organes qui l'a tuée pour prélever son cœur, un homme noue une relation avec la patiente qui l'a reçu.",45 min,"Drame,Thriller",2 Saisons,24 Episodes, Colombie,Leonardo Padrón,"3,3",,En un battement,Pálpito
